Order,,,common name ,species,,,placenta_invasiveness,,interdigitation_placenta,,,,,,
Carnivora,Mustelidae,Aonyx,Asian small-clawed otter ,Aonyx cinerea,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,http://placentation.ucsd.edu/clotter.htm,
Carnivora,Mustelidae,Aonyx,Asian small-clawed otter,Aonyx cinereus,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,http://placentation.ucsd.edu/clotter.htm,
Carnivora,Viverridae,Arctictis,binturong,Arctictis binturong,monogamous,1,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Otariidae,Arctocephalus,brown fur seal,Arctocephalus pusillus,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,,
Carnivora,Otariidae,Arctocephalus,Guadalupe fur seal,Arctocephalus townsendi,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Procyonidae,Bassariscus,ringtail,Bassariscus astutus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Procyonidae,Bassariscus,cacomistle,Bassariscus sumichrasti,no data,,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,,,sloth bear ,Bradypus griseus,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D24,
Carnivora,Otariidae,Callorhinus,northern fur seal,Callorhinus ursinus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Canidae,Canis,coyote,Canis latrans,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Canidae,Canis,wolf ,Canis lupus,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Canidae,Canis,black-backed jackal ,Canis mesomelas,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Canidae,Canis,red wolf,Canis rufus,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Felidae,Caracal,caracal ,Caracal caracal,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Canidae,Chrysocyon,maned wolf,Chrysocyon brachyurus,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Mephitidae,Conepatus,striped hog-nosed skunk,Conepatus semistriatus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Hyaenidae,Crocuta, spotted hyena,Crocuta crocuta,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Herpestidae,Crossarchus, common kusimanse ,Crossarchus obscurus,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Eupleridae,Cryptoprocta,fossa,Cryptoprocta ferox,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Phocidae,Cystophora,hooded seal ,Cystophora cristata,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,https://www.int-res.com/abstracts/dao/v106/n3/p187-196/,
Carnivora,Mustelidae,Eira,tayra ,Eira barbara,no data,,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Mustelidae,Enhydra,sea otter,Enhydra lutris,polygynous,2,endo,2,Labyrinthine,1,herd,4,EpiVil,http://placentation.ucsd.edu/seaotter.htm,
Carnivora,Otariidae,Eumetopias,Steller sea lion,Eumetopias jubatus,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Felidae,Felis,cat,Felis catus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,http://placentation.ucsd.edu/cat.html,
Carnivora,Felidae,Felis,jungle cat ,Felis chaus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Felidae,Felis,sand cat,Felis margaritaat,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Felidae,Felis,black-footed cat,Felis nigripes,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Felidae,Felis,European wildcat,Felis silvestris,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Viverridae,Genetta,Cape genet,Genetta tigrina,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Mustelidae,Gulo,wolverine ,Gulo gulo,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Phocidae,Halichoerus,grey seal,Halichoerus grypus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Ursidae,Helarctos,sun bear ,Helarctos malayanus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Herpestidae,Helogale,Ethiopian dwarf mongoose,Helogale hirtula,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Viverridae,Hemigalus,banded palm civet ,Hemigalus derbyanus,no data,,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Hyaenidae,Hyaena,brown hyena ,Hyaena brunnea,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,,
Carnivora,Hyaenidae,Hyaena,striped hyena ,Hyaena hyaena,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Mustelidae,Hydrictis,spotted-necked otter,Hydrictis maculicollis,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,,,leopard seal,Hydrurga leptonyx,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D91,
Carnivora,Felidae,Leopardus,Geoffroy's cat,Leopardus geoffroyi,monogamous,1,endo,2,Labyrinthine,1,male,2,EndoLab,,
Carnivora,Felidae,Leopardus,Pampas cat ,Leopardus pajeros,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Felidae,Leopardus,ocelot,Leopardus pardalis,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Felidae,Leopardus, margay,Leopardus wiedii,monogamous,1,endo,2,Labyrinthine,1,solitary,1,EndoLab,https://books.google.com/books?id=0mmQDwAAQBAJ&pg=PA202&lpg=PA202&dq=margay+placenta&source=bl&ots=_wRnuhoQDV&sig=ACfU3U3Ujc6go9Yd84NAOqiMTtAhJaLK8Q&hl=en&sa=X&ved=2ahUKEwj7vsak1_nkAhWFpp4KHVadD8c4ChDoATAGegQICRAC#v=onepage&q=margay%20placenta&f=false (page 202),
Carnivora,Felidae,Leptailurus,serval,Leptailurus serval,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,,,Weddell seal,Leptonychotes weddellii,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D90,
Carnivora,,,crabeater seal ,Lobodon carcinophagus,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D89,
Carnivora,Mustelidae,Lontra,North American river otter,Lontra canadensis,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Mustelidae,Aonyx,Asian small-clawed otter ,Lutra cinerea,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Canidae,Lycaon,African wild dog,Lycaon pictus,monogamous,1,endo,2,Labyrinthine,1,female,3,EndoLab,,
Carnivora,Felidae,Lynx,Canada lynx,Lynx canadensis,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,,
Carnivora,Felidae,Lynx,Eurasian lynx,Lynx lynx,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Felidae,Lynx,bobcat,Lynx rufus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Mustelidae,Martes,American pine marten,Martes americana,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Mustelidae,Martes, sable,Martes zibellina,no data,,endo,2,Labyrinthine,1,solitary,1,EndoLab,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,
Carnivora,Ursidae,Melursus,sloth bear,Melursus ursinus,monogamous,1,hemo,1,Labyrinthine,1,solitary,1,HemoLab,http://placentation.ucsd.edu/slbear.htm,
Carnivora,Phocidae,Mirounga,northern elephant seal,Mirounga angustirostris,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Eupleridae,Galidictis,banded mongoose,Mungos mungo,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Mustelidae,Melogale,European polecat ,Mustela putorius,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,,,American mink ,Mustela vison,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D83,
Carnivora,Mustelidae,Enhydra,coypu,Myocastor coypus,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,,
Carnivora,Nandiniidae,Nandinia,African palm civet ,Nandinia binotata,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Procyonidae,Nasua, white-nosed coati ,Nasua narica,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,http://placentation.ucsd.edu/nasua.html,
Carnivora,Procyonidae,Nasua,South American coati,Nasua nasua,polygynous,2,endo,2,Labyrinthine,1,female,3,EndoLab,http://placentation.ucsd.edu/nasua.html,
Carnivora,Felidae,Neofelis,clouded leopard ,Neofelis nebulosa,monogamous,1,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Mustelidae,Neovison,American mink,Neovison vison,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Odobenidae,Odobenus,walrus,Odobenus rosmarus,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,http://placentation.ucsd.edu/walrusfs.htm,
Carnivora,Otariidae,Otaria,South American sea lion,Otaria flavescens,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Felidae,Felis,Pallas's cat,Otocolobus manul,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Canidae,Otocyon,bat-eared fox,Otocyon megalotis,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Felidae,Panthera,lion,Panthera leo,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,http://placentation.ucsd.edu/lionfs.htm,
Carnivora,Felidae,Panthera, jaguar,Panthera onca,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,,,tiger ,Panthera tigris,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D58,
Carnivora,Felidae,Uncia,snow leopard ,Panthera uncia,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,,,Asian palm civet,Paradoxurus hermaphroditus,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D137,
Carnivora,Mustelidae,Pekania, fisher ,Pekania pennanti,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Phocidae,Phoca,spotted seal,Phoca largha,monogamous,1,endo,2,Labyrinthine,1,solitary,1,EndoLab,http://placentation.ucsd.edu/seal.htm,
Carnivora,Phocidae,Phoca,harbor seal,Phoca vitulina,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Mustelidae,Poecilogale,African striped weasel ,Poecilogale albinucha,no data,,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Procyonidae,Potos,kinkajou ,Potos flavus,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Felidae,Prionailurus,leopard cat ,Prionailurus bengalensis),polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Felidae,Prionailurus,fishing cat,Prionailurus viverrinus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Procyonidae,Procyon,raccoon,Procyon lotor,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Hyaenidae,Proteles, aardwolf,Proteles cristata,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,
Carnivora,Mustelidae,Pteronura,giant otter,Pteronura brasiliensis,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Felidae,Panthera,cougar,Puma concolor,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Felidae,Puma,jaguarundi,Puma yagouaroundi,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Phocidae,Pusa,ringed seal,Pusa hispida,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Canidae,Speothos,bush dog,Speothos venaticus,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Mephitidae,Spilogale,pygmy spotted skunk,Spilogale pygmaea,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Herpestidae,Suricata,meerkat ,Suricata suricatta,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Mustelidae,Taxidea,American badger,Taxidea taxus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,
Carnivora,Ursidae,Tremarctos,spectacled bear,Tremarctos ornatus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,https://www.ncbi.nlm.nih.gov/pubmed/6721184,
Carnivora,Felidae,Uncia,snow leopard,Uncia uncia,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Canidae,Urocyon,gray fox,Urocyon cinereoargenteus,monogamous,1,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Canidae,Urocyon,island fox,Urocyon littoralis,monogamous,1,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Ursidae,Ursus,American black bear,Ursus americanus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Ursidae,Ursus,brown bear,Ursus arctos,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Ursidae,Ursus,polar bear ,Ursus maritimus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,http://www.vivo.colostate.edu/hbooks/pathphys/reprod/placenta/structure.html,
Carnivora,Ursidae,Ursus,Asian black bear ,Ursus thibetanus,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,,,Malabar large-spotted civet,Viverra civettina,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D136,
Carnivora,Viverridae,Viverricula,small Indian civet ,Viverricula indica,polygynous,2,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Canidae,Vulpes,Arctic fox,Vulpes lagopus,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Canidae,Vulpes,kit fox ,Vulpes macrotis,monogamous,1,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Canidae,Vulpes,swift fox,Vulpes velox,monogamous,1,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Canidae,Vulpes,red fox,Vulpes vulpes,,,endo,2,Labyrinthine,1,solitary,1,EndoLab,,
Carnivora,Canidae,Vulpes,fennec fox ,Vulpes zerda,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Carnivora,Otariidae,Zalophus,California sea lion,Zalophus californianus,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Cetacea,Monodontidae,Delphinapterus,beluga whale,Delphinapterus leucas,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Cetacea,Delphinidae,Delphinus,short-beaked common dolphin,Delphinus delphis,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Cetacea,Delphinidae,Orcinus,killer whale,Orcinus orca,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,http://placentation.ucsd.edu/killerwhale.htm,
Cetacea,Phocoenidae,Phocoena,harbour porpoise,Phocoena phocoena,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Cetacea,Delphinidae,Sotalia,tucuxi,Sotalia fluviatilis,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,https://www.ncbi.nlm.nih.gov/pubmed/17597550,
Cetacea,Delphinidae,Stenella,striped dolphin,Stenella coeruleoalba,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Cetacea,Hyperoodontidae,Tasmacetus,Shepherd's beaked whale,Tasmacetus shepherdi,no data,,epi,3,Villous,3,no data,,EpiVil,,
Cetacea,Delphinidae,Tursiops,common bottlenose dolphin,Tursiops truncatus,polygynous,2,epi,3,Villous,3,herd,4,EpiVil,,
Cetartiodactyla,Bovidae,Tragelaphus, Cape bushbuck ,Tragelaphus sylvaticus,polygynous,2,epi,3,Villous,3,male,2,EpiVil,https://www.ncbi.nlm.nih.gov/pubmed/16712927,
Chiroptera,Pteropodidae,Acerodon,giant golden-crowned flying fox ,Acerodon jubatus,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,https://onlinelibrary.wiley.com/doi/epdf/10.1002/jez.b.21216,
Chiroptera,Pteropodidae,Acerodon,giant golden-crowned flying fox,Acerodon lucifer,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Chiroptera,Phyllostomidae,Artibeus,Mexican fruit bat,Artibeus jamaicensis,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Chiroptera,Phyllostomidae,Artibeus,great fruit-eating bat ,Artibeus lituratus,polygynous,2,endo,2,Labyrinthine,1,male,2,EndoLab,,
Chiroptera,Phyllostomidae,Carollia,Seba's short-tailed bat,Carollia perspicillata,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Chiroptera,,,wrinkle-lipped free-tailed bat,Chaerephon plicata,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D77,
Chiroptera,Phyllostomidae,Chrotopterus,big-eared woolly bat,Chrotopterus auritus,monogamous,1,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Chiroptera,,,greater short-nosed fruit bat ,Cynopterus sphinx,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D95,
Chiroptera,Phyllostomidae,Desmodus,common vampire bat,Desmodus rotundus,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Chiroptera,Pteropodidae,Epomophorus,Wahlberg's epauletted fruit bat ,Epomophorus wahlbergi,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Chiroptera,,,thumbless bat,Furipterus horrens,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D59,
Chiroptera,Phyllostomidae,Glossophaga,Pallas's long-tongued bat,Glossophaga soricina,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,https://link.springer.com/article/10.1007/BF03050914,
Chiroptera,Phyllostomidae,Leptonycteris,greater long-nosed bat,Leptonycteris nivalis,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Chiroptera,Phyllostomidae,Leptonycteris,lesser long-nosed bat,Leptonycteris yerbabuenae,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Chiroptera,Phyllostomidae,Macrotus,California leaf-nosed bat ,Macrotus californicus,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,https://onlinelibrary.wiley.com/doi/epdf/10.1002/ar.1091820208,
Chiroptera,,,greater false vampire bat,Megaderma lyra,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D75,
Chiroptera,,,common bent-wing bat,Miniopterns schreibersi,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D135,
Chiroptera,,,black mastiff bat ,Molossus ater,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D76,
Chiroptera,,,ghost-faced bat ,Mormoops megalophylla,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D80,
Chiroptera,,,little brown bat,Myotis lucifugus,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D134,
Chiroptera,,,Madagascar sucker-footed bat,Myzopoda aurita,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D85,
Chiroptera,,,Trinidadian funnel-eared bat,Natalus tumidirostris,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D86,
Chiroptera,Phyllostomidae,Phyllostomus,pale spear-nosed bat,Phyllostomus discolor,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,,
Chiroptera,,,Davy's (lesser) naked-backed bat ,Pteronotus davyi,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D79,
Chiroptera,,,Parnell's mustached bat ,Pteronotus parnellii,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D78,
Chiroptera,Pteropodidae,Cynopterus,Indian flying fox ,Pteropus giganteus,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,https://www.researchgate.net/publication/230228374_Development_and_placentation_of_the_Indian_fruit_bat_Pteropus_giganteus_giganteus_Brunnich,
Chiroptera,Pteropodidae,Pteropus,small flying fox,Pteropus hypomelanus,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0067584,
Chiroptera,Pteropodidae,Pteropus,grey-headed flying fox,Pteropus poliocephalus,monogamous,1,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Chiroptera,Pteropodidae,Pteropus,Rodrigues flying fox,Pteropus rodricensis,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Chiroptera,,,rufous horseshoe bat,Rhinolophus rouxii,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D96,
Chiroptera,,,esser mouse-tailed bat ,Rhinopoma hardwickei,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D97,
Chiroptera,Pteropodidae,Rousettus,Egyptian fruit bat ,Rousettus aegyptiacus,polygynous,2,hemo,1,Labyrinthine,1,herd,4,HemoLab,,
Chiroptera,Pteropodidae,Rousettus,long-haired rousette,Rousettus lanosus,no data,,hemo,1,Labyrinthine,1,no data,,HemoLab,,
Chiroptera,,,Leschenault's rousette ,Rousettus leschenaulti,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D94,
Chiroptera,,,greater sac-winged bat ,Saccopteryx bilineata,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D54,
Chiroptera,Molossidae,Tadarida,Mexican free-tailed bat,Tadarida brasiliensis,polygynous,2,endo,2,Labyrinthine,1,herd,4,EndoLab,http://placentation.ucsd.edu/freetailedbat.htm,
Chiroptera,,, black-bearded tomb bat,Taphozous melanopogon,,,endo,2,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D53,
Chiroptera,,,Spix’s disk-winged bat ,Thyroptera tricolor,,,hemo,1,Labyrinthine,1,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D124,
Cingulata,Dasypodidae,Chaetophractus,screaming hairy armadillo,Chaetophractus vellerosus,polygynous,2,hemo,1,Trabecular,2,solitary,1,Hemo Trab,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3447719/,
Cingulata,,,big hairy armadillo,Chaetophractus villosus,,,hemo,1,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D47,
Cingulata,,,southern long-nosed armadillo,Dasypus hybridus,,,hemo,1,Trabecular,2,,,,https://reader.elsevier.com/reader/sd/pii/S0143400409002677?token=CBB6917B39312A819CF69AD406870D174F53F797C1E1015D52E398EFC3415864BF09E79BD1812806D1D626693A8344D46,
